#counts	het	hom	p(het)	3.16228e+09
15.0.0.0	77058	6.51132e+08	0.000118331
14.1.0.0	1.29416e+06	1.0851e+09	0.00119124
13.2.0.0	7.77924e+06	2.81273e+08	0.026913
13.1.1.0	2.30518e+06	5.62768e+08	0.00407943
12.3.0.0	3.25426e+07	4.51426e+07	0.418904
12.2.1.0	1.52043e+07	2.70869e+08	0.0531481
12.1.1.1	1.02351e+06	9.02941e+07	0.0112082
11.4.0.0	9.5622e+07	5.03253e+06	0.950002
11.3.1.0	5.55275e+07	4.01479e+07	0.580374
11.2.2.0	5.99842e+06	3.01051e+07	0.166145
11.2.1.1	6.84858e+06	6.01967e+07	0.102149
10.5.0.0	2.07297e+08	409273	0.99803
10.4.1.0	1.49142e+08	4.08462e+06	0.973343
10.3.2.0	2.30607e+07	8.18780e+06	0.737978
10.3.1.1	2.17141e+07	8.17876e+06	0.726398
10.2.2.1	4.82139e+06	1.22416e+07	0.282564
9.6.0.0	3.4185e+08	25144	0.999926
9.5.1.0	2.94563e+08	301794	0.998976
9.4.2.0	5.31968e+07	755720	0.985993
9.4.1.1	5.29728e+07	756780	0.985915
9.3.3.0	5.0916e+06	505335	0.909712
9.3.2.1	1.64088e+07	3.03013e+06	0.844121
9.2.2.2	823688	758895	0.520471
8.7.0.0	4.37395e+08	1321	0.999997
8.6.1.0	4.38432e+08	16474	0.999962
8.5.2.0	9.42891e+07	50036	0.99947
8.5.1.1	9.43237e+07	50700	0.999463
8.4.3.0	1.20961e+07	83737	0.993125
8.4.2.1	3.40471e+07	252541	0.992637
8.3.3.1	3.25118e+06	169206	0.95053
8.3.2.2	2.78358e+06	252380	0.91687
7.7.1.0	2.49857e+08	642	0.999997
7.6.2.0	1.2507e+08	2706	0.999978
7.6.1.1	1.25151e+08	2365	0.999981
7.5.3.0	1.80013e+07	5162	0.999713
7.5.2.1	5.37391e+07	14563	0.999729
7.4.4.0	1.6073e+06	2908	0.998194
7.4.3.1	6.87165e+06	24822	0.996401
7.4.2.2	4.86007e+06	17814	0.996348
7.3.3.2	954091	24746	0.974719
6.6.3.0	1.04324e+07	187	0.999982
6.6.2.1	3.12873e+07	622	0.99998
6.5.4.0	2.41479e+06	406	0.999832
6.5.3.1	8.98687e+06	1331	0.999852
6.5.2.2	6.72613e+06	967	0.999856
6.4.4.1	800860	681	0.99915
6.4.3.2	1.72884e+06	3452	0.998007
6.3.3.3	76316	660	0.991426
5.5.5.0	95399	4	0.999958
5.5.4.1	547402	74	0.999865
5.5.3.2	965788	155	0.99984
5.4.4.2	177748	69	0.999612
5.4.3.3	132806	162	0.998782
4.4.4.3	10759	0	1
