#counts	het	hom	p(het)	7.94328e+08
9.0.0.0	1.74767e+06	3.07747e+08	0.00564684
8.1.0.0	1.76128e+07	3.07726e+08	0.0541368
7.2.0.0	6.12751e+07	4.55865e+07	0.573406
7.1.1.0	1.80884e+07	9.11924e+07	0.165522
6.3.0.0	1.40194e+08	3.94194e+06	0.972651
6.2.1.0	6.49812e+07	2.36385e+07	0.733259
6.1.1.1	4.34269e+06	7.87815e+06	0.355351
5.4.0.0	2.09063e+08	227455	0.998913
5.3.1.0	1.20427e+08	1.75405e+06	0.985644
5.2.2.0	1.2919e+07	1.31566e+06	0.907573
5.2.1.1	1.473e+07	2.62426e+06	0.848783
4.4.1.0	7.47147e+07	80471	0.998924
4.3.2.0	2.29865e+07	168543	0.992721
4.3.1.1	2.15994e+07	168519	0.992258
4.2.2.1	4.75996e+06	243503	0.951333
3.3.3.0	1.01729e+06	3969	0.996114
3.3.2.1	3.51916e+06	24557	0.99307
3.2.2.2	350983	6792	0.981016
