#counts	het	hom	p(het)	1e+10
20.0.0.0	4851	1.21585e+09	3.98978e-06
19.1.0.0	134045	2.70161e+09	4.96142e-05
18.2.0.0	1.06981e+06	9.50219e+08	0.00112459
18.1.1.0	310186	1.90178e+09	0.000163076
17.3.0.0	6.07913e+06	2.11181e+08	0.0279809
17.2.1.0	2.86033e+06	1.26742e+09	0.00225173
17.1.1.1	193069	4.22442e+08	0.000456821
16.4.0.0	2.51142e+07	3.33078e+07	0.429875
16.3.1.0	1.46635e+07	2.66003e+08	0.0522453
16.2.2.0	1.58807e+06	1.99462e+08	0.00789891
16.2.1.1	1.82033e+06	3.98983e+08	0.0045417
15.5.0.0	7.82309e+07	3.95436e+06	0.951885
15.4.1.0	5.67555e+07	3.94316e+07	0.590053
15.3.2.0	8.82443e+06	7.8866e+07	0.100632
15.3.1.1	8.27578e+06	7.88727e+07	0.0949619
15.2.2.1	1.85945e+06	1.18106e+08	0.0154998
14.6.0.0	1.91277e+08	368329	0.998078
14.5.1.0	1.65839e+08	4.37409e+06	0.974302
14.4.2.0	3.00987e+07	1.0968e+07	0.732922
14.4.1.1	2.99592e+07	1.09444e+07	0.732434
14.3.3.0	2.89349e+06	7.29559e+06	0.283979
14.3.2.1	9.34793e+06	4.37395e+07	0.176086
14.2.2.2	475834	1.09481e+07	0.0416523
13.7.0.0	3.75922e+08	27233	0.999928
13.6.1.0	3.78883e+08	375590	0.99901
13.5.2.0	8.2032e+07	1.12668e+06	0.986451
13.5.1.1	8.19649e+07	1.13693e+06	0.986319
13.4.3.0	1.06357e+07	1.88932e+06	0.849156
13.4.2.1	2.97688e+07	5.67636e+06	0.839855
13.3.3.1	2.86295e+06	3.80172e+06	0.429571
13.3.2.2	2.46608e+06	5.68705e+06	0.30247
12.8.0.0	6.0295e+08	1394	0.999998
12.7.1.0	6.93327e+08	26123	0.999962
12.6.2.0	1.7463e+08	91265	0.999478
12.6.1.1	1.74753e+08	89116	0.99949
12.5.3.0	2.53638e+07	182039	0.992874
12.5.2.1	7.54959e+07	541360	0.99288
12.4.4.0	2.28926e+06	113901	0.952604
12.4.3.1	9.78336e+06	914717	0.914497
12.4.2.2	6.89587e+06	680208	0.910216
12.3.3.2	1.37267e+06	913530	0.600415
11.9.0.0	7.97805e+08	55	1
11.8.1.0	1.02998e+09	1527	0.999999
11.7.2.0	2.95664e+08	5996	0.99998
11.7.1.1	2.95642e+08	5480	0.999981
11.6.3.0	4.96418e+07	14357	0.999711
11.6.2.1	1.48633e+08	40379	0.999728
11.5.4.0	5.74445e+06	20318	0.996475
11.5.3.1	2.15385e+07	83006	0.996161
11.5.2.2	1.60534e+07	58471	0.996371
11.4.4.1	1.92866e+06	48811	0.975317
11.4.3.2	4.14563e+06	202317	0.953468
11.3.3.3	184503	43912	0.807753
10.10.0.0	4.37997e+08	0	1
10.9.1.0	1.25241e+09	61	1
10.8.2.0	4.03244e+08	291	0.999999
10.8.1.1	4.03727e+08	230	0.999999
10.7.3.0	7.71396e+07	721	0.999991
10.7.2.1	2.315e+08	2245	0.99999
10.6.4.0	9.74535e+06	1450	0.999851
10.6.3.1	3.87307e+07	5318	0.999863
10.6.2.2	2.9097e+07	3848	0.999868
10.5.5.0	831136	717	0.999138
10.5.4.1	4.4811e+06	7463	0.998337
10.5.3.2	8.42797e+06	16129	0.99809
10.4.4.2	755334	9882	0.987086
10.4.3.3	588726	13982	0.976801
9.9.2.0	2.23462e+08	10	1
9.9.1.1	2.23635e+08	5	1
9.8.3.0	9.59602e+07	5	1
9.8.2.1	2.87905e+08	55	1
9.7.4.0	1.37554e+07	134	0.99999
9.7.3.1	5.49511e+07	263	0.999995
9.7.2.2	4.12307e+07	237	0.999994
9.6.5.0	1.47382e+06	76	0.999948
9.6.4.1	6.91187e+06	431	0.999938
9.6.3.2	1.37907e+07	721	0.999948
9.5.5.1	590424	133	0.999775
9.5.4.2	1.58454e+06	1856	0.99883
9.5.3.3	996600	1046	0.998952
9.4.4.3	182170	1269	0.993082
8.8.4.0	7.73302e+06	0	1
8.8.3.1	3.07498e+07	5	1
8.8.2.2	2.32097e+07	5	1
8.7.5.0	1.77383e+06	5	0.999997
8.7.4.1	8.82176e+06	5	0.999999
8.7.3.2	1.76321e+07	62	0.999996
8.6.6.0	152626	10	0.999934
8.6.5.1	954109	30	0.999969
8.6.4.2	2.19936e+06	52	0.999976
8.6.3.3	1.49295e+06	47	0.999969
8.5.5.2	187383	78	0.999584
8.5.4.3	340956	216	0.999367
8.4.4.4	14384	10	0.999305
7.7.6.0	97070	0	1
7.7.5.1	507848	0	1
7.7.4.2	1.26339e+06	5	0.999996
7.7.3.3	844011	0	1
7.6.6.1	86475	0	1
7.6.5.2	269083	0	1
7.6.4.3	424937	0	1
7.5.5.3	34256	11	0.999679
7.5.4.4	26280	15	0.99943
6.6.6.2	9823	0	1
6.6.5.3	25849	0	1
6.6.4.4	12398	0	1
6.5.5.4	5241	0	1
5.5.5.5	0	0	nan
