#counts	het	hom	p(het)	1.99526e+09
13.0.0.0	218455	5.0719e+08	0.000430531
12.1.0.0	3.16082e+06	7.32556e+08	0.00429625
11.2.0.0	1.63469e+07	1.62787e+08	0.091255
11.1.1.0	4.84465e+06	3.25621e+08	0.0146601
10.3.0.0	5.81782e+07	2.21081e+07	0.724634
10.2.1.0	2.70984e+07	1.32624e+08	0.16966
10.1.1.1	1.81851e+06	4.42148e+07	0.0395042
9.4.0.0	1.4314e+08	2.0496e+06	0.985883
9.3.1.0	8.28573e+07	1.6383e+07	0.834916
9.2.2.0	8.94656e+06	1.22841e+07	0.421398
9.2.1.1	1.0193e+07	2.45579e+07	0.293317
8.5.0.0	2.55077e+08	136958	0.999463
8.4.1.0	1.83119e+08	1.36208e+06	0.992617
8.3.2.0	2.82274e+07	2.73449e+06	0.911682
8.3.1.1	2.66011e+07	2.73279e+06	0.906838
8.2.2.1	5.88991e+06	4.0858e+06	0.590425
7.6.0.0	3.3831e+08	6964	0.999979
7.5.1.0	2.90717e+08	80586	0.999723
7.4.2.0	5.2358e+07	201588	0.996165
7.4.1.1	5.21527e+07	201813	0.996145
7.3.3.0	4.99042e+06	135163	0.97363
7.3.2.1	1.61105e+07	808722	0.952201
7.2.2.2	805685	203118	0.798654
6.6.1.0	1.69163e+08	3462	0.99998
6.5.2.0	7.25897e+07	10750	0.999852
6.5.1.1	7.26343e+07	10764	0.999852
6.4.3.0	9.2804e+06	17350	0.998134
6.4.2.1	2.61253e+07	51935	0.998016
6.3.3.1	2.48795e+06	35394	0.985973
6.3.2.2	2.12808e+06	52089	0.976108
5.5.3.0	5.23559e+06	820	0.999843
5.5.2.1	1.55665e+07	2230	0.999857
5.4.4.0	961558	529	0.99945
5.4.3.1	3.98384e+06	4016	0.998993
5.4.2.2	2.81365e+06	2915	0.998965
5.3.3.2	550484	4017	0.992756
4.4.4.1	165457	64	0.999613
4.4.3.2	380859	375	0.999016
4.3.3.3	33954	79	0.997679
