#counts	het	hom	p(het)	6.30957e+08
8.0.0.0	2.94136e+06	2.71601e+08	0.0107137
7.1.0.0	2.64391e+07	2.41432e+08	0.0987008
6.2.0.0	8.07299e+07	3.12992e+07	0.720615
6.1.1.0	2.37874e+07	6.25981e+07	0.275363
5.3.0.0	1.58654e+08	2.32306e+06	0.985569
5.2.1.0	7.34645e+07	1.39028e+07	0.84087
5.1.1.1	4.89857e+06	4.63413e+06	0.51387
4.4.0.0	9.88561e+07	107266	0.998916
4.3.1.0	1.13776e+08	889912	0.992239
4.2.2.0	1.22093e+07	647081	0.949668
4.2.1.1	1.39006e+07	1.28934e+06	0.915119
3.3.2.0	9.23229e+06	64692	0.993042
3.3.1.1	8.2508e+06	64078	0.992294
3.2.2.1	3.72433e+06	102609	0.973188
2.2.2.2	92831	1851	0.98045
