#counts	het	hom	p(het)	3.98107e+09
16.0.0.0	46522	7.37746e+08	6.30557e-05
15.1.0.0	817977	1.31142e+09	0.000623346
14.2.0.0	5.28587e+06	3.64211e+08	0.0143056
14.1.1.0	1.56786e+06	7.2876e+08	0.00214679
13.3.0.0	2.38236e+07	6.29568e+07	0.274528
13.2.1.0	1.11282e+07	3.77728e+08	0.0286177
13.1.1.1	747906	1.25912e+08	0.00590484
12.4.0.0	7.55494e+07	7.59836e+06	0.908616
12.3.1.0	4.39169e+07	6.06489e+07	0.419993
12.2.2.0	4.7546e+06	4.54739e+07	0.0946593
12.2.1.1	5.43301e+06	9.09353e+07	0.0563776
11.5.0.0	1.78273e+08	674693	0.99623
11.4.1.0	1.28456e+08	6.73374e+06	0.95019
11.3.2.0	1.98809e+07	1.34919e+07	0.595722
11.3.1.1	1.86913e+07	1.34756e+07	0.581073
11.2.2.1	4.16444e+06	2.01813e+07	0.171054
10.6.0.0	3.22543e+08	45658	0.999858
10.5.1.0	2.78186e+08	546765	0.998038
10.4.2.0	5.0329e+07	1.37208e+06	0.973461
10.4.1.1	5.01287e+07	1.37328e+06	0.973335
10.3.3.0	4.81699e+06	915267	0.840331
10.3.2.1	1.55255e+07	5.49133e+06	0.738717
10.2.2.2	780773	1.37564e+06	0.362071
9.7.0.0	4.57478e+08	2456	0.999995
9.6.1.0	4.59077e+08	33548	0.999927
9.5.2.0	9.89053e+07	101100	0.998979
9.5.1.1	9.89359e+07	101850	0.998972
9.4.3.0	1.27287e+07	169036	0.986894
9.4.2.1	3.57198e+07	507103	0.986002
9.3.3.1	3.42636e+06	341759	0.909303
9.3.2.2	2.93302e+06	507669	0.852451
8.8.0.0	2.56641e+08	91	1
8.7.1.0	5.8718e+08	1713	0.999997
8.6.2.0	1.47084e+08	5744	0.999961
8.6.1.1	1.47202e+08	5396	0.999963
8.5.3.0	2.11965e+07	11455	0.99946
8.5.2.1	6.33249e+07	32987	0.999479
8.4.4.0	1.89123e+06	6854	0.996389
8.4.3.1	8.11045e+06	56675	0.993061
8.4.2.2	5.7244e+06	41258	0.992844
8.3.3.2	1.12933e+06	56479	0.952371
7.7.2.0	8.39131e+07	279	0.999997
7.7.1.1	8.39155e+07	206	0.999998
7.6.3.0	2.80017e+07	602	0.999979
7.6.2.1	8.40121e+07	1620	0.999981
7.5.4.0	3.22406e+06	844	0.999738
7.5.3.1	1.20776e+07	3369	0.999721
7.5.2.2	9.0205e+06	2240	0.999752
7.4.4.1	1.07994e+06	1878	0.998264
7.4.3.2	2.32045e+06	8434	0.996379
7.3.3.3	103483	1797	0.982931
6.6.4.0	1.77234e+06	51	0.999971
6.6.3.1	7.00241e+06	152	0.999978
6.6.2.2	5.27264e+06	96	0.999982
6.5.5.0	310153	37	0.999881
6.5.4.1	1.61612e+06	198	0.999877
6.5.3.2	3.01843e+06	470	0.999844
6.4.4.2	270870	246	0.999093
6.4.3.3	204818	374	0.998177
5.5.5.1	64354	2	0.999969
5.5.4.2	183200	28	0.999847
5.5.3.3	110943	23	0.999793
5.4.4.3	41803	16	0.999617
4.4.4.4	668	0	1
